sentence,CSR,キャリア支援,コスト削減,意欲向上,家庭支援,健康増進,地域対策,働き方改革,風土改革,利用促進,離職防止
(4)新入社員もモチベーション向上に向けて『MSQ』導入,0,0,0,1,0,0,0,0,0,0,0
理由としては観光バスではワークライフバランスを取りづらい,0,0,0,0,0,0,0,1,0,0,0
副社長の導入に関わる重要視ポイントは、通信教育講座導入を絡めた社内資格取得支援報奨金制度が最大の決定ポイントとなる。,0,1,0,0,0,0,0,0,0,0,0
慶弔金社員旅行の未利用者や拠点間の異動もあり、不公平感が否めない,0,0,0,0,0,0,1,0,0,0,0
おそらく一番採用されやすいケースは、非正規社員様向けの定着率アップを目的とした社内報奨。,0,0,0,0,0,0,0,0,0,0,1
組合のスタンスとしては不公平感是正の観点から対象者に対して会社が納得のいく説明ができるのであれば問題なし。,0,0,0,0,0,0,1,0,0,0,0
導入原資は、そもそも病院全負担でグループ全員への社員旅行費用＠11000円であるから社会福祉法人常勤社員だけ除くと逆に不公平になる。,0,0,0,0,0,0,1,0,0,0,0
新規獲得以降、毎年更新を検討されるので、安定継続に向け定着させたい。,0,0,0,0,0,0,0,0,0,1,0
しかし社長より、人数制限を設けることで不公平感はでないか等疑問点が挙がり再検討となった。,0,0,0,0,0,0,1,0,0,0,0
導入は正社員で考えているが、正社員と契約社員の区切りが難しく（正社員でも現場で働いている人もいれば契約社員でも正社員と同じ仕事をしている人もいる）、不公平感がでるのではないかとのこと。,0,0,0,0,0,0,1,0,0,0,0
宿泊を利用する社員が減っている中、日常使いメニューをはじめとする育児介護（現在育児休暇を取っている社員が常に1人はいる状況）メニューの周知が必須である。,0,0,0,0,0,0,0,0,0,1,0
ちょうど今年度は資格取得や教育に力を入れていく方針のため、マッチして良いと仰る。,0,1,0,0,0,0,0,0,0,0,0
導入した理由は、アルバイトの定着率を上げる為（社長からの指示）。,0,0,0,0,0,0,0,0,0,0,1
課題は地域格差の是正と公平性。,0,0,0,0,0,0,1,0,0,0,0
全社を挙げて働き方改革を推進中。,0,0,0,0,0,0,0,1,0,0,0
公平性を重視する福利厚生ではなく、実績者に対しての評価を充実させるべき。,0,0,0,0,0,0,1,0,0,0,0
課題としては、2000名規模の会社でお店が中心で、かつパートも多く、働き方改革業務改革といってもなかなか一様な制度や仕組みを構築できていない模様。,0,0,0,0,0,0,0,1,0,0,0
社員のロイヤリティーを上げたい。,0,0,0,1,0,0,0,0,0,0,0
社員のロイヤリティーを上げたい。,0,0,0,1,0,0,0,0,0,0,0
働き方改革についてトライアルで在宅勤務を実施、今年10月から正式にスタート予定,0,0,0,0,0,0,0,1,0,0,0
700人（正社員契約社員）を対象として、モチベーションup帰属意識の醸成に貢献するような,0,0,0,1,0,0,0,0,0,0,0
エクシブを導入する話があり、費用対効果や社員の利便性、将来売却すると1/3に価値が下がることから「え」を推そうと考えておられる。,0,0,1,0,0,0,0,0,0,0,0
当共済会は、公平性よりも「相互扶助」の観点を重視しており、共済会員の万が一に備えるのが、当共済会の役割であるとのこと。,0,0,0,0,0,0,1,0,0,0,0
課題は「外出の機会をつくり利用者の楽しみやモチベーションを作ること」と明確で、その解決手段が「旅行や外出の機会創出」である。,0,0,0,1,0,0,0,0,0,0,0
通信教育に関しても、今後業社に委託しようと考えているところではあるので、講座内容によっては、「え」のPKGの検討を考える材料になるとの事。,0,1,0,0,0,0,0,0,0,0,0
福利厚生を充実させるには非常に良い制度だが、以前導入したそしえる倶楽部の利用率低迷、使いづらさの印象が残っている為、なかなか踏み切れない,0,0,0,0,0,0,0,0,0,1,0
OS委託へのメリットを理解して頂き、なおかつ社内としても働き方改革の一貫として福利厚生の見直しを検討しているとのこと,0,0,0,0,0,0,0,1,0,0,0
南様曰く新入社員の定着率に課題があった。,0,0,0,0,0,0,0,0,0,0,1
南様は新入社員の定着率についてかなり思うことがありそうな様子。,0,0,0,0,0,0,0,0,0,0,1
従業員の定着率にお悩みの様子（特に新入社員）,0,0,0,0,0,0,0,0,0,0,1
福利厚生等の最大の課題は人材確保（新規採用定着化）。,0,0,0,0,0,0,0,0,0,0,1
上記区分には福利厚生として、手厚いサービスを提供し、定着率向上を図りたい,0,0,0,0,0,0,0,0,0,0,1
業界に珍しく職員の定着率が高い就労状況はよい。,0,0,0,0,0,0,0,0,0,0,1
不公平感の是正（職員旅行参加不参加による）,0,0,0,0,0,0,1,0,0,0,0
人材の確保と新規採用者の定着率向上,0,0,0,0,0,0,0,0,0,0,1
定着しない要因について、そもそも学生が多く、最長でも4年間しか在籍せず、定着する環境下にない。,0,0,0,0,0,0,0,0,0,0,1
宿泊精算コースの詳細預り金部分についてタクシー業界の動向として、従業員はより賃率の良い会社に行く傾向なので、少しでも差別化要素として福利厚生を拡充していき、定着化を図りたいと思っている。,0,0,0,0,0,0,0,0,0,0,1
社員の定着率に課題感ありとのこと。,0,0,0,0,0,0,0,0,0,0,1
働き方改革が推奨されているため、福利厚生などの見直しを検討している,0,0,0,0,0,0,0,1,0,0,0
パートアルバイトの多い会社のため、囲い込み、定着化をネタにアプローチ。,0,0,0,0,0,0,0,0,0,0,1
担当者としては、健康をフックにしたスモールスタートにし、後々拡大していく意向はあるが、企業風土自体が古く、なかなか新しいモノを導入するには、否定的とのこと。,0,0,0,0,0,1,0,0,0,0,0
福利厚生の不公平感を是正したい,0,0,0,0,0,0,1,0,0,0,0
しかし今の段階では不公平感の是正に繋がるものはなく、切り替えの決め手がないと頻繁に仰せ,0,0,0,0,0,0,1,0,0,0,0
課題は以前と変わらず、福利厚生の利用の不公平感。,0,0,0,0,0,0,1,0,0,0,0
CCIの顧客分析によれば、中小企業におけるサービスを継続している企業は、福利厚生を生産性向上やダイバーシティの推進など人事組織上の課題解決に役立てていることを特徴としている。,1,0,0,0,0,0,0,0,0,0,0
派遣法の教育義務に悩む企業が多いため、「え」のEラーニング受講無制限をアピールするが管理機能がない点が響き、導入にならない。,0,1,0,0,0,0,0,0,0,0,0
福利厚生業界の動向も説明し、働き方改革の一環と「え」の関連性もアピールした。,0,0,0,0,0,0,0,1,0,0,0
その説得のために費用対効果を重視しており、導入して目に見える効果が得にくいことがネック（現在の若者は福利厚生よりも自分の成長で仕事を選ぶのでは？と考え、社員満足度向上や人材確保に有効なのか目に見て実感できない）,0,0,1,0,0,0,0,0,0,0,0
ダイバーシティの取り組みの一環として育児関係のサポート、また2019年度から連続有給休暇最低5日取得を義務付ける方向で話が進んでいる。,1,0,0,0,0,0,0,0,0,0,0
ダイバーシティの観点からも福利厚生面の充実が求められる。,1,0,0,0,0,0,0,0,0,0,0
教育制度には力を入れており、自社社員が講師となりEラーニングを実施中。,0,1,0,0,0,0,0,0,0,0,0
直近の課題としては働き方改革の法律対策。,0,0,0,0,0,0,0,1,0,0,0
また一方では離職対策でリソース確保も課題としてあり、やる気と成績が負のスパイラルに陥る人員の底上げも必要。,0,0,0,1,0,0,0,0,0,0,0
看護職の定着化、離職防止、再就業の促進,0,0,0,0,0,0,0,0,0,0,1
帰属意識、離職防止のために福利厚生導入検討。,0,0,0,1,0,0,0,0,0,0,1
メンタルヘルス対策にコンケア、健康行動を起こすきっかけづくりとしてセミナー、健康行動を促進するための「え」の健康系メニュー、またHabi*doによる習慣維持策などをご提案。,0,0,0,0,0,1,0,0,0,0,0
評価制度の刷新と休暇取得の向上を通じてモチベーションを向上させ、離職率を低下させる,0,0,0,1,0,0,0,0,0,0,1
ただし、今後の状況として18年度健保料率84/100089/1000になり財源も厳しくなるため今まで以上に費用対効果や経費削減の動きが出てくるかもしれない、その場合、最悪「え」を廃止方向になる恐れもあるとのこと。,0,0,1,0,0,0,0,0,0,0,0
万人に開かれていて不公平でなければ健康グッヅに限らず酒煙草のような健康に害のある商品以外は何でもＯＫという考え方。,0,0,0,0,0,0,1,0,0,0,0
被扶養者と被保険者が一緒にでき、全国地域間格差なく実施でき、メンタルヘルスの改善につながる提案した健康イベントには関心示す。,0,0,0,0,0,1,0,0,0,0,0
事業主は「働き方改革」の一環として社内制度を検討中。,0,0,0,0,0,0,0,1,0,0,0
ワークライフバランスの観点から一般的に福利厚生の充実が検討されている状況をご説明、特に北日本新聞の採用面での課題解決にも一助となると強調,0,0,0,0,0,0,0,1,0,0,0
人材確保定着の課題はあるものの会社としては導入できる程の資源なし,0,0,0,0,0,0,0,0,0,0,1
ありOS導入で余暇の増進、ワークライフバランスの充実が図れる点を説明,0,0,0,0,0,0,0,1,0,0,0
等人材を取り合う現状では福利厚生制度の拡充よりよりも必然的に給与アップとなる資格手当と教育制度の充実が第一との話があったため,0,1,0,0,0,0,0,0,0,0,0
等人材を取り合う現状では福利厚生制度の拡充よりよりも必然的に給与アップとなる資格手当と教育制度の充実が第一との話があったため,0,1,0,0,0,0,0,0,0,0,0
別件で「働き方改革」について尋ねると、鋳物事業を中心に女子の雇用が課題とのこと。,1,0,0,0,0,0,0,1,0,0,0
従業員の肥満率に課題感をお持ちの様子,0,0,0,0,0,1,0,0,0,0,0
従業員の肥満率に課題感をお持ちの様子,0,0,0,0,0,1,0,0,0,0,0
働き方改革としてWLB推進についても、5年先、10年先を見据えた制度を作りたい。,0,0,0,0,0,0,0,1,0,0,0
組合からは制度復活を求める声も多いが、会社として公平に利用できる内容かつ安価な金額で導入できる制度を検討している。,0,0,0,0,0,0,1,0,0,0,0
「職員確保」「働き方改革」等のキーワードで上申材料を策定する為に、今後対策,0,0,0,0,0,0,0,1,0,0,1
社内課題や働き方改革での社内の動きを質問,0,0,0,0,0,0,0,1,0,0,0
また、「え」を利用しない社員から不公平感があるとの意見があったとのこと。,0,0,0,0,0,0,1,0,0,0,0
「従業員の定着率向上」、「ポイント」との言葉があり、カフェ導入を念頭か。,0,0,0,0,0,0,0,0,0,0,1
ここ数年人数が増えており社員のリフレッシュ人材の定着のためにも福利厚生の充実が必要と考えている,0,0,0,0,0,0,0,0,0,0,1
目的：社員の帰属意識向上モチベーション策,0,0,0,1,0,0,0,0,0,0,0
ニーズあり、運動習慣の定着については課題であった。,0,0,0,0,0,1,0,0,0,0,0
OS導入し、離職率防止（アウトレットの販売定員の定着）,0,0,0,0,0,0,0,0,0,0,1
OSがしたいのか、それとも福利厚生を改善したいのかを伺った所、多種多様なニーズに対してOSしたいとのこと。,1,0,0,0,0,0,0,0,0,0,0
また同業の利用状況を気にされていたため、業界水準を暗示しながら切り替え本気度を醸成したい。,0,0,0,0,0,0,0,0,0,1,0
「契約保養所」が全国18県にしかないことから、不公平感があり、今後スクラップを行う方向。,0,0,0,0,0,0,1,0,0,0,0
健康生活の定着とともに、隣同士でも会話がない職場でメンタルヘルスの観点からも、コミュニケーション活性化よりのメンタルセミナーを提案して欲しいとのことで後日提案予定。,0,0,0,0,0,1,0,0,0,0,0
SEが多いためコミュニケーション活性化と健康生活運動習慣の定着に、100日間の定着の価値について常務理事はよく理解されており、高評価であった。,0,0,0,0,0,1,0,0,1,0,0
上層部のメンバーが刷新されたタイミングでソフトエンジニアが大半でなかなか自社への結びつきに乏しい定着しないという会社の風潮を変えたいとのことで、福利厚生の見直しを検討。,0,0,0,0,0,0,0,0,0,0,1
新卒定着率の低さ(3年以内退職がほとんど),0,0,0,0,0,0,0,0,0,0,1
新卒定着率の低さはモチベーションなのか？,0,0,0,1,0,0,0,0,0,0,0
人材の定着に繋げる「サンコレ」の提案を行い、ニーズの深掘りを進めていく,0,0,0,0,0,0,0,0,0,0,1
過去正社員向けにＲ導入していたが、利用率低迷により退会。,0,0,0,0,0,0,0,0,0,1,0
福祉事業に従事する人の確保が厳しい現状であるため福利厚生は力を入れるべきと認識し、現在互助会で行っている独自契約補助では神戸市内および近郊の施設に集中してしまっているため、勤務地により不公平感があり（実際に声もあがっている）OS導入検討となった。,0,0,0,0,0,0,1,0,0,0,0
不公平感が出るのではという不安。,0,0,0,0,0,0,1,0,0,0,0
話の発端は、職員組合の三木委員長からの提案で、組合外の方から不公平感があるとの声が挙がり、病院本部への上申となる。,0,0,0,0,0,0,1,0,0,0,0
（２）課長の考えとしては、職員の福利厚生が良くなるのであれば導入したいが、費用対効果がとれるかどうかが懸念,0,0,1,0,0,0,0,0,0,0,0
人材定着について課題あり,0,0,0,0,0,0,0,0,0,0,1
人材定着、確保の課題解決策として福利厚生の拡充を検討している。,0,0,0,0,0,0,0,0,0,0,1
対象：新入社員（入会時500名だが現在700名に増えており、増員に伴いPW登録率も下がっているため新入社員への周知が必要と考える。）,0,0,0,0,0,0,0,0,0,1,0
課題感は育児介護の面で感じており、今年の10月から男女共同参画社会推進室を設置し、女性活躍推進に力を入れる。,0,0,0,0,1,0,0,0,0,0,0
働き方改革の一環としてまた人材確保、離職防止の観点から「え」サンコレについてご紹介。,0,0,0,0,0,0,0,1,0,0,1
大変興味はあるが少子化により経営課題が山積みで、経費支出の優先順位としては学生確保が最優先であり職員のための制度については現状で十分という考え方が根強いことからこれ以上のセールスは意味なし。,0,0,1,0,0,0,0,0,0,0,0
アルバイトの紹介をしてくれた人にポイント付与するなどしてアルバイトの人材定着を試みている。,0,0,0,0,0,0,0,0,0,0,1
(１)組合側から育児介護への支援充実の要求がされた。,0,0,0,0,1,0,0,0,0,0,0
(１)組合側から育児介護への支援充実の要求がされた。,0,0,0,0,1,0,0,0,0,0,0
組合側から育児介護への支援充実の要求があった。,0,0,0,0,1,0,0,0,0,0,0
共済会の存在意義は「育児、介護、健康」の支援にしぼられているため、旅行は不要、関心なし。,0,0,0,0,1,0,0,0,0,0,0
育児、介護、健康の切り売りを強く希望されている。,0,0,0,0,1,0,0,0,0,0,0
一般事業として実施しやすいのは健康、メンタル、育児、介護。,0,0,0,0,1,1,0,0,0,0,0
上場に向けてのブランド価値向上で、健康経営等の情報交換,1,0,0,0,0,0,0,0,0,0,0
予備情報としては、保育業界はジョブホッピング志向が高く、人材定着には課題がある。,0,0,0,0,0,0,0,0,0,0,1
忙しい部署を中心にメンタルで休職してしまう社員がいるため、コンケアのようなツールで予防できたらと。,0,0,0,0,0,1,0,0,0,0,0
女性の働き方支援に関心が高く、今後育児、介護などの提案を厚くしていきたいと考えている。,0,0,0,0,1,0,0,0,0,0,0
お誕生日ポイントだけでなく、働き方改革での使い方(残業時間の削減等)やポイントプレゼントで社内コミュニケーションの活性化等もできることをご説明。,0,0,0,0,0,0,0,1,1,0,0
働き方改革や採用の観点から福利厚生は気にはしているとの事。,0,0,0,0,0,0,0,1,0,0,0
若手職員の多様化に伴い、リクルート目指し今後は風向きが変わるかも。,1,0,0,0,0,0,0,0,0,0,0
課長が考える課題：人財確保定着率向上（会社に対して不満を持っている若手が多い様だ）,0,0,0,0,0,0,0,0,0,0,1
○傘下の介護事業の人材確保と定着化に課題ありとして訪問。,0,0,0,0,0,0,0,0,0,0,1
働き方改革に伴う病院の姿勢もアピール。,0,0,0,0,0,0,0,1,0,0,0
働き方改革に伴う病院の姿勢もアピール。,0,0,0,0,0,0,0,1,0,0,0
また、働き方改革に伴い、何かしなければと思っているが、現状動きはない。,0,0,0,0,0,0,0,1,0,0,0
また働き方改革を意識し、終業後の時間の使い方に重点をおこうと話にあがっている。,0,0,0,0,0,0,0,1,0,0,0
現行制度よりも公平感のある福利厚生制度導入希望,0,0,0,0,0,0,1,0,0,0,0
福祉センターとしては、育児介護を強化してほしい考え。,0,0,0,0,1,0,0,0,0,0,0
不公平感の是正働きやすい環境整備への移行,0,0,0,0,0,0,1,0,0,0,0
次期検討課題として、働き方改革/健康経営的な使用方を提案。,0,0,0,0,0,0,0,1,0,0,0
準社員の離職防止とモチベーション、ロイヤルティ向上,0,0,0,1,0,0,0,0,0,0,1
ほか「え」に求めること：女性定着。,0,0,0,0,0,0,0,0,0,0,1
働き方改革には、中村様は残業代をもらい働くこと自体に否定的。,0,0,0,0,0,0,0,1,0,0,0
書類探し等の時間短縮風土改革ということで、大変勉強になった。,0,0,0,0,0,0,0,0,1,0,0
ばらまきみたいのはないのかライフスタイルが多様化しているため全員の要望を満たすのは無理。,1,0,0,0,0,0,0,0,0,0,0
人事部が危惧しているのが、新たな制度を導入しても現状の社内風土ではだれも活用しないのではないかとのこと。,0,0,0,0,0,0,0,0,0,1,0
福利厚生として勤続年数により海外旅行（原資：会社負担）を実施しているが、最近ではニーズが多様化（特に若い従業員があまり旅行に行きたがらない）しているため国内旅行へのシフト、又はＯＳ導入の必要性を感じているとのこと。,1,0,0,0,0,0,0,0,0,0,0
報奨制度としてミニ表彰状を1ヶ月単位でおこなっており、ハワイ旅行をプレゼントしているが従業員ニーズの多様化のため悩んでいるとのこと。,1,0,0,0,0,0,0,0,0,0,0
パート向けのモチベーションアップ離職防止策として、ポイントによる制度化を提案すれば受け入れられる可能性あり。,0,0,0,1,0,0,0,0,0,0,1
また、定着率に課題はあまりなく、新たに採用する場合、思うように人材の確保ができず課題に感じている。,0,0,0,0,0,0,0,0,0,0,1
また、オペレーターの定着率も他のコールセンター等の業界平均よりは良いため,0,0,0,0,0,0,0,0,0,0,1
教育制度や保険制度など各種制度が整っていないため自社に合ったJBFができること提案してほしいとのこと。,0,1,0,0,0,0,0,0,0,0,0
BWT連携でセールスし、JBFサービス概要はご理解いただいており育児介護に特化した制度設計に興味あり。,0,0,0,0,1,0,0,0,0,0,0
社員スタッフのモチベーション向上; 社内コミュニケーションの活性化; 表彰報奨制度の見直しということで、電話セールスとメールでフォロー。,0,0,0,1,0,0,0,0,1,0,0
JBF内ではどんな福利厚生や働き方改革を行っているのか。,0,0,0,0,0,0,0,1,0,0,0
セミナー（育児や介護、ライフプラン等）を実施して利用を伸ばし、最終的に「ワークライフバランス」の向上を目指す,0,0,0,0,0,0,0,1,0,0,0
目的：職員のスキルアップ及びコミュニケーション円滑化,0,1,0,0,0,0,0,0,0,0,0
内容：「ワーキングマザーの今後のキャリア形成について」,0,1,0,0,0,0,0,0,0,0,0
健康な職員は不公平感を感じているだろうとのこと。,0,0,0,0,0,0,1,0,0,0,0
互助会もかつては存在したが、どうしても不公平感が出て,0,0,0,0,0,0,1,0,0,0,0
不参加の方からも互助会費を頂戴しているため、不公平性を是正するために福利厚生検討中。,0,0,0,0,0,0,1,0,0,0,0
前提として介護世代育児世代の両立復職がきわめて難しい職種,0,0,0,0,1,0,0,0,0,0,0
福祉会は今まで内製中心で来たが、業務効率アップ内容充実のためOSの必要性を議論しており、今回のレジャーOSもその一環。,0,0,0,0,0,0,0,1,0,0,0
ただし経営者の関心事項、特に中小企業の最大の悩みである「人の確保と定着化」につながるネタならやり方はあるかもとのこと。,0,0,0,0,0,0,0,0,0,0,1
事務部内で「ワークライフバランス係」が発足した事もあり、業務が多忙となりOSの検討が進んでいない状況。,0,0,0,0,0,0,0,1,0,0,0
課題感：パートアルバイト社員の皆様の定着率の向上、職場間のコミュニケーションの活性化、女性従業員サポートなど河合様は以前「え」とRをどちらも利用経験有り。,0,0,0,0,0,0,0,0,0,0,1
鹿児島は離島が多く、通常のＯＳ導入は公平性が損なわれると考えられる。,0,0,0,0,0,0,1,0,0,0,0
育児、介護などに重点があると良い,0,0,0,0,1,0,0,0,0,0,0
雑談の中で「全員に平等」「地元で使えるプログラム」「メンタルヘルス」「講習（eラーニング）」のワードが多く出てきた,0,1,0,0,0,1,1,0,0,0,0
従業員の育児介護についても支援していきたい,0,0,0,0,1,0,0,0,0,0,0
働き方改革を推進している都知事の小池百合子氏の出馬元として、豊島区が働き方改革の筆頭になるよう、現在様々な業務を民間に委託検討中,0,0,0,0,0,0,0,1,0,0,0
不公平感の解消から自ら申請できるようにしたいため。,0,0,0,0,0,0,1,0,0,0,0
今年度の警視総監からの言葉には「ＷＬＢ」「組織力」「女性活躍」「ダイバーシティ」のワードが多用されているため、これがキーワードとなる,1,0,0,0,0,0,0,0,0,0,0
育児介護を伸ばしていきたい意向はある,0,0,0,0,1,0,0,0,0,0,0
ただし上層部からは働き方改革に関連し余暇充実に関する施策拡充の指示も出ている。,0,0,0,0,0,0,0,1,0,0,0
OSは継続していきたいが今後は健康関連メニューの充実に加え、働き方改革に関連した余暇充実に繋がるメニュー開発に期待している。,0,0,0,0,0,0,0,1,0,0,0
ポイントは「地域活性」と「福利厚生としての公平感の創出（本庁舎以外の職員もサービスが平等に使えること）」、JTBが協会の会員であるメリットを伝えること,0,0,0,0,0,0,1,0,0,0,0
次年度に向けては引き続き秋田市職員互助会の更なる満足度向上で随意契約を目指しながら、一方で社内の業務効率化、生産性向上意識、売総拡大を同時並行で取り組んでいく。,0,0,0,0,0,0,0,1,0,0,0
健康ポイント制度定着の課題,0,0,0,0,0,1,0,0,0,0,0
子育て、介護といった分野に力を入れていきたい,0,0,0,0,1,0,0,0,0,0,0
本日初めてお会いした厚生会の須藤様は、OSを導入した際の費用対効果、既得権の維持を懸念されていた。,0,0,1,0,0,0,0,0,0,0,0
旅行等行事に参加出来ない職員への不公平感払拭,0,0,0,0,0,0,1,0,0,0,0
働き方改革が進められている中で逆の動きがでていることから、貴重な休みや週末などの休暇に役立つ「休み方改革」の提案や考えが必要になるのではと仰せ。,0,0,0,0,0,0,0,1,0,0,0
市長が変わり「働き方改革」「ワークライフバランス」と声をあげているが、実際中堅職員を中心に休みだけ増えても、、という声多数,0,0,0,0,0,0,0,1,0,0,0
を行っているが、利用者が偏っておりもっと公平感のある福利厚生を検討。,0,0,0,0,0,0,1,0,0,0,0
当時見送りになった理由としては利用する人しない人で不公平感が出てしまうことと、現状を変える必要性がないと互助会長が判断したため,0,0,0,0,0,0,1,0,0,0,0
看護師などの定着率にも特に課題はない。,0,0,0,0,0,0,0,0,0,0,1
また、愛知県内だけではなく岐阜市、豊橋市等遠方から出勤している職員もおり地域による公平性もあれば良いという考え。,0,0,0,0,0,0,1,0,0,0,0
大阪府警が導入している利用券と「え」のメニュー内容には、関心を持たれた様子だが、以前回った財務省支部の様に、健康促進に重きを置いた補助に特化し、それ以上の福利厚生は経費的にも厳しいとの事。,0,0,1,0,0,0,0,0,0,0,0
目的：現場の実情を知り、福利厚生の利用促進に生かす,0,0,0,0,0,0,0,0,0,1,0
次年度から長岡の事業所に総務の女性が復職するようなので、利用促進に力を入れたいとのこと。,0,0,0,0,0,0,0,0,0,1,0
ただし、ニーズの高い「育児」「介護」について、現行ベネステに比べて共済組合の「え」はサービス内容が劣ると感じており、「え」に一本化するとサービスダウンと思われる可能性が高く、解決策を相談したいとのこと。,0,0,0,0,1,0,0,0,0,0,0
ただ、会員のニーズとしては職場行のような参加者の限定される福利厚生より公平性の高い会員制の福利厚生があった方がいいのではないかとも考えてはいる。,0,0,0,0,0,0,1,0,0,0,0
人財育成に資する教育研修の機会を設けているが勤務時間外でかつ自主参加のため受講者増えず,0,1,0,0,0,0,0,0,0,0,0
人材定着の一助となることの強調（採用ページで利用している組織もあることのお伝え）,0,0,0,0,0,0,0,0,0,0,1
介護:介護離職する職員が急増,0,0,0,0,1,0,0,0,0,0,0
働き方が多様（大学職員、病院勤務の医師看護師、研究者など）なため、休みなどの時期はバラバラ。,1,0,0,0,0,0,0,0,0,0,0
今のところで考えていることは、「健康経営」「介護育児」など。,0,0,0,0,1,0,0,0,0,0,0
福利厚生事業の加点対象は介護、育児、メンタルヘルス相談。,0,0,0,0,1,1,0,0,0,0,0
コンケア導入の最大の利点は、メンタルを可視化できることである,0,0,0,0,0,1,0,0,0,0,0
県が独自に付与しているカフェポイントの業務を受託しているが、現在紙ベースにて実施しているので、経費削減と管理の観点から電子化に移行していただける様にすること。,0,0,1,0,0,0,0,0,0,0,0
福利厚生のアンケートの結果、職員の福利厚生へのニーズは多様化している。,1,0,0,0,0,0,0,0,0,0,0
一方で介護サービスの利用も増加傾向にあり福利厚生制度として職員のニーズに全体的にカバーできているのではないかと推測する。,0,0,0,0,1,0,0,0,0,0,0
メンタルヘルス不調者が多く、組合員への特定検診については公立学校共済組合本部で導入しており各学校へ訪問して実施しているとのこと。,0,0,0,0,0,1,0,0,0,0,0
今年度は業務効率化の改革(会議、決裁処理の見直しなど)が長期スパンとなってしまい、検討が延期になった組織。,0,0,0,0,0,0,0,1,0,0,0
最近、その点も落ち着き、総務課にてダイバーシティ推進を掲げてワークライフバンスセミナーなどさまざまな制度構築を進めている段階。,1,0,0,0,0,0,0,1,0,0,0
育児介護についてニーズがあるとのこと,0,0,0,0,1,0,0,0,0,0,0
人材確保（退職防止、採用）、帰属意識を高めたい,0,0,0,1,0,0,0,0,0,0,1
昨年より離職防止を目的とした施策としてサンコレの提案を行っていたが、原資ねん出、費用対効果に疑問があり導入に至らず。,0,0,1,0,0,0,0,0,0,0,0
理由は、現在は周年イベントに予算と時間を割いている、ということと風土醸成が先か制度構築が先かの議論の中でまずはお金をかけずサンキューカードを導入することで風土醸成を行いたいという考えが強い,0,0,0,0,0,0,0,0,1,0,0
人材の定着を目的に、トップダウンで福利厚生拡充の指示あり。,0,0,0,0,0,0,0,0,0,0,1
◇人材の定着を目的に、トップダウンで福利厚生拡充の指示があり、ベアーズレディ(家事代行やシッターサービスを行うパート、契約社員)1000～2000人を対象に検討,0,0,0,0,0,0,0,0,0,0,1
離職に関しては殆ど課題なく、「老人介護」ではなく「障碍者介護」になる為、むしろ仕事にやりがいを持って働かれる方が多いとのこと。,0,0,0,1,0,0,0,0,0,0,0
JBF内容：先方が重視していた「宿泊」「余暇の充実」「公平性」を提案ポイントとし,0,0,0,0,0,0,1,0,0,0,0
●健康経営について会報誌秋号の話題から健康経営、メンタルヘルスのお話しになる。,0,0,0,0,0,1,0,0,0,0,0
今年度より伊藤忠商事から「ライザップ」を運営する健康コーポレーションの傘下になったが、赤字経営のマルコの経費にメスが入る模様。,0,0,1,0,0,0,0,0,0,0,0
お客様のニーズを的確にとらえた多様なサービス提供,1,0,0,0,0,0,0,0,0,0,0
ホワイト500の項目である「女性の健康経営」に関して、2017年度、2018年度の「え」のセミナーの開催情報の提供の依頼,0,0,0,0,0,1,0,0,0,0,0
●健康について健康経営に力をいれており、「健康経営優良法人2018 ～ホワイト500～」の認定を受ける。,0,0,0,0,0,1,0,0,0,0,0
「え」導入の中で、200万よりも安く語学教育が行えるならば、導入実現ができるかもしれないとのこと,0,1,0,0,0,0,0,0,0,0,0
先日、人事部長と今後の福利厚生の方向性について話し合うなかで、「自己啓発」にスポットをあてる案が出た。,0,1,0,0,0,0,0,0,0,0,0
ワークスタイルイノベーション(働き方改革)の一環で、「空いた時間を自己啓発に使ってほしい」という会社のメッセージを打ち出していくためにも制度導入を検討していくことが決まった。,0,1,0,0,0,0,0,0,0,0,0
ワークスタイルイノベーション(働き方改革)の一環で、「空いた時間を自己啓発に使ってほしい」という会社のメッセージを打ち出していくためにも制度導入を検討していく予定。,0,1,0,0,0,0,0,0,0,0,0
ワークスタイルイノベーション(働き方改革)の一環で、「空いた時間を自己啓発に使ってほしい」という会社のメッセージを打ち出していくためにも制度導入を検討中。,0,1,0,0,0,0,0,0,0,0,0
折衷案として、自己啓発をメインに、育児、介護、健康も含めた制度にしていくべきか悩み中。,0,1,0,0,0,0,0,0,0,0,0
ここで「福利厚生の底上げ」「帰属意識の向上」を目的にOS導入を実現したい。,0,0,0,1,0,0,0,0,0,0,0
ITツールを活用できるようスキルアップ、効率化を実現して、生産性向上へつなげる。,0,1,0,0,0,0,0,0,0,0,0
若手の離職を減らし定着させる,0,0,0,0,0,0,0,0,0,0,1
離職率は減少傾向にあるものの、現在も約半数の女性が離職を余儀なくされている。,0,0,0,0,0,0,0,0,0,0,1
昨年、前任担当者より離職率が高いとの話があった。,0,0,0,0,0,0,0,0,0,0,1
以前から離職についての話があがっていたが、現状も変わらず。,0,0,0,0,0,0,0,0,0,0,1
休みが取りにくい職場なので福利厚生制度を導入することをきっかけに風土を変えたいとは思うが現実的ではない。,0,0,0,0,0,0,0,0,1,0,0
カテゴリーとして、自己啓発育児介護を強化したい,0,1,0,0,1,0,0,0,0,0,0
